text,label
Looked tasty uppumavu   Of two different types. I have been watching your videos but was traveling. so couldn’t  respond.,6
Lagoon chicken biriyani recipe onnu kaanikamo?nammude Kalyana veetil okke kittunna athe taste il,7
ചേച്ചി സൂപ്പറാ ,4
New subscriber adipoli,6
...super...,3
അനു ചേച്ചി യും ആയി ഒരു വീഡിയോ വേണം എന്ന് ഉള്ളവർ like അടിക്കു .. അടുത്ത ജന്മം ജാൻ ചേട്ടൻ എന്റെ സഹോദരൻ ആയി കിട്ടണേ....,6
ഗോതമ്പ് പൊടി കൊണ്ട് പറ്റുമോ plz reply me,7
"Mam, very good explanation. Thank you so much. By the way, have a doubt, can I make it in idli cooker if steamer not available ? Please reply.",1
Same way thanks for the cappuccino instant cofee also Haha.,1
"Veena chechi, that blue candle stands out in the counter. White candle would have been great. Use pastel colours for the things in your apartment. Apartment looks beautiful!",6
Superb mam nice attitude..,5
Adipoli taste ,2
എന്ത് പറയാൻ സൂപ്പർ ഇതു എല്ലാം നേരിട്ട് കാണാൻ പറ്റിയ ചേച്ചി ഭാഗ്യം ഉള്ള ചേച്ചി ആണ്,6
Feels like a family member has visited the place and video-called us from there... Thank you Lekshmi chechi and Jasmine too for giving us a tour of this beautiful place. Much Love ,6
"Thank you, Veena for this video. I'm in England sometime I miss this roast peanut. Now I can make it easy at home.",1
Chechi... Amazon il undo ee knife??,6
"Mam you always have a smiling face, really in midst of allegations you passed, you always appear with a pleasant face.Stay blessed mam",6
ഹായ് ചേച്ചി,6
"Hi chechi whenever I prepare chocolate cake or marble cake in kadai, the cake top becomes very sticky on cooling. Can you pls tell what is wrong?",6
Ada dosa  super aayittund..innu thanne undakkum....Ini healthy aayittulla Mattu  recipes undaki kaanikkanam.....,2
"ഞാനിത് മുമ്പ് ഉണ്ടാക്കിയിട്ടുണ്ട്,പക്ഷേ ഇത്ര പെർഫെക്റ്റ് ആയിട്ടില്ല,ഇനി ഇങ്ങനെ undakkikodukkanam കുട്ടികൾക്ക്",3
Simple recipe super,2
Hi veena super. ......,6
Adipoli...ithil tuty fruity idan patuo chechiii,7
Palakkadan ravuthar biriyani il coconut oilanu use cheyyua chechi + ghee,6
Was waiting for this recipe ,2
Mam yu r amazing and also yur recipes,2
Jelly crystals in fruit salad! Good idea!!,2
HAPPY ONAM,6
Much love from Sweden ,6
Chechi eand undaakiyaalum  adipoli Aan   checheede   samsaaram   kelkaam   eanik   valare  ishttamaan,6
Dear Veena Jan,6
ഞാൻ പുട്ടും  മീൻ കറിയുടെ ചാറൊഴിച്ചു കഴിക്കും ചേച്ചി:...ഈ മീൻ കറി കണ്ടപ്പോ എല്ലാവർക്കും കപ്പ തിന്നാൻ തോന്നി .എനിക്ക് പുട്ടും ...,4
I heard the full story like a film. At last I took a deep breath. Gd bless you dr veenechiii. There is any smiling face behind a tearful eyes,6
Love You mam,4
Veena cream add cheyyanam,7
Katta waiting for next series ma'm ,7
എനിക്ക് അറിയാത്ത ഒരു item ആയിരുന്നു ഈ ഓണം ഞാൻ ഒരു കലക്ക് കലക്കും,6
good god bless you....,6
Hai dear veenechi...,6
Thank you Ma'am for the recipes. I will try both.,1
Shoooo... മനുഷ്യനെ കൊതിപ്പിക്കാനായിട്ട് ,3
കലികാലം..,6
Superb recipie explained in a simple way....lived it Mam...will definitely try and send u the feedback... Lots of love from Pala...,2
chechiyude eth food undakkiyalum nalla taste aan.thank you chechi,5
Super  looking so yummy and mouth watering ,6
Many more happy returns of the day avin🥰,6
Lipstick shade edha? Loved it ,6
will try soon ..... ,6
"I have a doubt, what is the purpose of dry roasting Moong dal. Whenever we cook,do it directly.",7
Nice presentation madam.keep it up.,3
Full family kaanichu thannu but something missing,6
Chechi njan aadhymayi kannunea nice recipe. Try cheyanam. Thank you chechi  u,1
hai mam,6
Time saving cooking vedio ishtam pole YouTube il und.. ellaam paraju thannu chaitha mathi,3
Simple nd easy 2 prepare!try cheyyata! Definitely! ,2
Chechi superrrr aanu ellam... Njan angane adikkam cooking kanarila... Ipol aanu noki thudangiye.....,6
pls reply,6
Kurach busy an chechy time pole kanam exam oke Ane egg Biriyani favorite,6
Thank you so much veena chechi. Looking yummy ,5
People are busy,6
ബ്രോസ്റ്റഡ് ചിക്കൻ ഉണ്ടാകുമോ mam,7
"Cake try cheyyan oru confidence ayi. In sha allah hand mixer, items oke vanganam",6
നോക്കിയിരുന്ന receipe,2
ഞാനൊന്നും ചേച്ചിയുടെസ്വന്തം  ആങ്ങള ആകാതെ പോയി ആയിരുന്നേൽ ആ psyco തെണ്ടിയെ കാലിൽ വാരി  റോഡിൽ അടിച്ചേനെ...,6
Chechiyude t-shirt super... HELP MEE,6
njn wine receipe cheyth success aayi mail ayachirunu.,6
Congrats veenechi...stay blessed always...luv u all..,6
Adipoli vlog,3
"hi chechi, kurachu tiffin box recipes kanikuo..",7
*പറ്റിയാ പോർച്ചുഗലിൽ നാളെ ഒന്ന് പോണന്ന്ണ്ട്*,6
"Yeest,coconut milk",7
Thank you mam. Ellavarkum ishtappedunna vibhavam,1
Veenechiii,6
Happy anniversary lekshmi may God bless you with health wealth and happiness always,6
Thanks Veena. Kanan nalla bhangi undu.its an art .,1
ബഹുമാനിക്കപ്പെടാൻ അർഹതയുള്ള ഒരു വ്യക്തിത്വം.  സ്ത്രീ ആയാൽ ഇങ്ങനെ  വേണം ഒരു സമയം പോലും വെറുതെ കളയാതെ hard working ആയിട്ടുള്ള  ഒരു വ്യക്തിത്വം.. ,4
ചേച്ചിയുടെ vdo കാത്തിരുന്ന് മുഴുവന്‍ കണ്ടവര്‍ like here  ,6
My favorite cooking vlog... because the way she doing... I love it  chechi you are the ,3
Love you all ,6
Chechi isttam,6
Happy Birthday dear Avimon and many more Happy returns of the day,6
Veneechii nattilll ethitttoooo... pinnna oru nalla visheaham kudi unddd,6
"Thank you Mam,  to show  me the wonderful  land  of  gifted  nature",1
Palak paneer mol try cheyyarundta! keep going veena! luv lots! Tc!,6
Tried it today for dinner. Really good recipe..!!!! Thank you Veena ,5
Kuttanadinte swantham tharavu mappas... ethraper und ivide kuttanadukar.. plz like,6
Your sincere mind to say every point  is  extraordinary.   Thank you dear  lakshmi mam,4
Behind the scene കാണാൻ വീഡിയോ ആദ്യം സ്കിപ് ചെയ്തു കണ്ടു... ഇനി ആദ്യം മുതൽ സ്കിപ് ചെയ്യാതെ കാണട്ടെ,6
Bread undaki nokiyalo aalochikayirunu correct time,6
Happy valentines day chechi and jan chetta ...oru gift ohk kodukkaatuo next time ...veruthe oru rasalle...365 divasom namukku gift kodukkaan pattillyaalo...keep inspiring love u both...super recipe chechii...,6
Nice recipe... Jaan needs to trim and shape his moustache !!!!,2
Chechi...love u all...god bless u,6
I tried this awesome recipe....thank u chechi....,6
Thank you mam ...,1
Plz make cauliflower biriyani recipe....long ago it was in magic oven show.....,7
Hi chechi milk Pudding njan undakki adipoli aettund photo nammude app il ittittund,6
Veenachechiiii....  Jan Chetta.... Kitties.... ,6
Thnx veenechi,1
Thank you chechi ,1
"Wow..healthyyy......joined, please support me too",4
New home te home tour cheyyu  veenechi,6
Hai chechi...Advance happy christmas.......chechide video kandit kure recipies try cheythu..elam perfect ayirunnu...thank you...,5
ഞാൻ ലൈക്‌ അടിച്ചിട്ട്  കാണാൻ തുടങ്ങിയിട്ടുണ്ട് ,6
3rd idea adipoli,6
Hii veenechiii....Big tnkzz... enthina ennu ariyooo.... ente mrge kazhinj just 4 mnth matre ayttulluu... cooking ariym enklm perfect allarunu... Pand tottt chechide receipies kanum ennallathe try chytittillaa... Bt hus nte vttl vannu chechide channel nokki njn chytha kuttanadan beef roast enneaa vere evde ikkeyo ethichuu.... chettante frndnte molude b dy function  ne indakki kodutha aaa beef roast tott ennu e nimishm vare njn chechide pole vaykarullu..... big tnkzzz veenechiiii...... ennale chytha chicken chilly vare nk tanna pere valuthane..... ellarduym nalla compliment kelkpo kittna sgm vere aane... pravasiyaya ente bharthavne snackz m spicy m sweet items m ellllam chechide channel nokkiya chytha..... tnkzzz paranjillel ath valya oru nandiii kedavm..... so big tnkzzz chechiii.... god bless you... ,1
Thank you Soo much.love you,1
"Super Lakshmi Mam, you are an excellent cook, I guess you never had any cooking fails. I feel jealous seeing your skills",4
Varutharacha muttacurry undakki Nikki nokkitto. Kiduu u.... Thanks,1
"Restaurantൽ പോയാൽ ഈ സംഭവം വന്നു കഴിയുമ്പോൾ,  garnish ചെയ്ത butter നോട് കൂടി കറി കിട്ടാൻ വേണ്ടി ഇടി കൂടുന്ന ലേ ഞാൻ ",6
Thank You soooooo much,1
Hai veena nattilekku verumbol parayanam tto,6
ലക്ഷ്മി ചേച്ചി സ്വന്തമായി ഒരു ബ്യൂട്ടിബ്ളോഗ് ചെയ്യണമെന്നുള്ളവർ ഇവിടെ ലൈക്ക് ചെയ്യൂ,6
Hai mam i tried vatteyappam. It was soft n yummy. Tks a lot.,1
"u seem to appreciate your blessings,it is a pleasure knowing u",4
നൈസ് റെസിപ്പി.. ,2
Mam no word's to say..touch wood... let this happiness... love ... warmth...be always for many more yrs ahead.... the whole house has got a temple feeling... GOD is there in their home and in their hearts  it's very obvious through their speech... acts and gestures....Paru kutty is very blessed.... GOD BLESS UR FAMILY ,4
All onam cooking series are awesome,4
Eshwara.. kandittu kothi sahikunnilla...,6
എല്ലാവരും ജാൻ നെ കുറിച്ച് പറയുന്നു..എനിക്ക് വല്യ അൽഭുതം ഒന്നും തോന്നുന്നില്ല..ഇത്രയും നല്ല അച്ഛനും അമ്മയും വളർത്തിയ മകൻ ഇങ്ങനെ ആയില്ലേൽ അല്ലേ അൽഭുതം,6
Butter Nan ഉണ്ടാക്കി കാണിക്കാമോ... ഇപ്പോ ചേച്ചിയുടെ recipe യോടാണ് കൂടുതൽ താല്പര്യം.....,7
N you Know what I was thinking of bullseye n there you came up with that. Love you ,6
Nice.,6
Njn ennum nokkum chechide puthya video undonnu chechiye kanumbo thanne njagade vishamam allm pokum love u chechi,6
കുറേ ചിരിച്ചു ട്ടാ,6
Veenechi ente monu egg orupad ishtta. Ee biryani yum ishttapedum.love chechi  thanks for this recipe.,5
Hi mam super  love u hi Jasmine...... jasmine superatttoooooo yes mam video eshttayi place super  thanks mam,6
Veenechi ente kayayilum same ane oven. Ngan cake bake cheyyumbol middle potion bake aavunnilla. Ariyunnilla entha problem enn. Eth Ngan definite ayite try cheyyum,6
Thank u mam,1
Good content but could you be able to make it very crisp....that would be very helpful....,7
Inn vaikeet bred omelet  fix thanks chechee.ande makkalk ishataa.to,1
I will try this yesterday very tasty,2
*Manjakkiliyude moolippattundee* surprise reveal chaiyunnu ennu paranjappo njanorthu camera man screenil varumennu,6
"Veena chechii, oven nte explanation oru separate video aayittu ittekku... Njan oven vaangiyappol orupaadu nokki, nalloru explanation nu Vendi..",7
Missed this park...amazing...,6
Happy valentines day വീണേച്ചി  and ജാൻ ചേട്ടാ...,6
Thoran super,2
Hi chechi.... Tysm for the video... Valare nostalgic aayirinnu kodungllur ambalavum aviduthe parisaravum kandapol.... Manassu niranju kandapol,6
Ah chechi earn cheyyunnathu avarude hardwork nte result aanu....i feel proud of her.....,6
Husnte koode vlog chyumo chechi,6
ചേച്ചി യിസ്റ്റും തേങ്ങപാലും എപ്പോളാ ചേർത്തത് അരി മിക്സിയിൽ ഇടുമ്പോളാണോ യിസ്റ്റിന്റെ അളവ് പറയണേ ചേച്ചി,7
Mam veetil Sunday function anu chicken item select cheydu polikummmmmm,6
Happy wedding anniversary .Parvathy's mother in law looking very cute simple and beautiful,6
അറിഞ്ഞതിൽ പിന്നെ ചേച്ചിയെ മോശമായി എഡിറ്റ്‌ ചെയിത എല്ലാ മണ്ടന്മാരെയും കണക്കിന് പറയാറുണ്ട് എന്നെ പോലെ തന്നെ യാവും  നമ്മുടെ കുടുംബാഗങ്ങളും ...,6
Eshtayal mathram Subscribe cheythal math I,6
നിങ്ങളുടെ കുടുബത്തിന്റെ സ്നേഹവും സന്തോഷവും എന്നും നിലനിൽക്കട്ടെ ,6
God bless you mam.....,6
Innu first enne Lakshmi mam ne kandappo veroru look ...Shari alle,6
Njanum try chayyum kanditu thanna kothi aakunnu.,4
Haaapppyyy b'day Aviiigod bless uuu dr,6
ജീവിതത്തിൽ എല്ലാ സന്തോഷങ്ങളും ഉണ്ടാവട്ടെ ,6
Happy journey,6
എല്ലാ വിധ ആശംസകളും നേരുന്നു..,6
Njanum ingane undakkarundu pakshe thenga kotha cherkarulladu,6
A very very happy onam to you and ur family...Stay blessed,6
Hats off to your Hero...,6
"Awesome preparation veenaechy,",2
Waitng for silver play button,7
"Hi Veena, ",6
My favorite scene in this video was that chat through the window. Bringing you more and more close to our hearts. You are an amazing person.,4
Halo..  ഈവെനിംഗ് സ്നാക്സ് റെസിപ്പി എന്തെങ്കിലും ഇടുമോ???,7
ഒരായിരം ജന്മദിന ആശംസകൾ നേരുന്നു അവിക്കുട്ടാ,6
Thank you veena for your reply,1
അഭിപ്രായം പറയുന്നില്ല പറഞ്ഞാൽ കമന്റ് തൊഴിലാളി എന്ന് പറയും അത് കൊണ്ട് നല്ലത് വരട്ടെ ,6
Anu chechikke entha vangiche,6
Urappayum try cheyyum...super...,3
Mam pls bring ur camerman forward atleast once,6
ചേച്ചി റെസിപ്പി സൂപ്പർ ,2
Noodles my favourite,6
Super recipe,2
Congrats chechi..God bless uuu,6
Bread super aayittund. ,2
Thank you veenechi,1
*ലക്ഷ്മി മാം എല്ലാ മേഖലയിലുണ്ട് *,6
Mam ente veeshatha parotta njan nammudae grpil post cheythirunnu .Maminte comment kittiyilla enik,6
Hit the BullsEye everyone !! Cheers VJ !,3
Thanks Mam onam vannu,1
Hi veena sughamno,6
Chechi happy journey love u ,6
"How clean and beautiful country is this!!ee country itrakyu bhanghi,appol nammude Kashmir etra bahanghiyayirikyum alle",6
Thank u chechiikkuttiiibread und eppo thanne try cheyyum... ,1
Thank you mam...,1
Aaha innu njan nerathe ethiyallo..,6
Thanku so much,1
Hiii chechii,6
Keep uploading  both vlogs and recipes chechi,6
Ighanoke items ittaaal pne curry k taste aari undaakiyaalum varum,2
New flat nalla velicham und......nannayittund.....all set ayittu video idane,6
"Veena chechi, i must thank you long before bec i hav “stolen” some of ur recipies nd received applause  especially thattukada chicken fry, prawns ammoomma spl. Of course I used ur marble cake making tips nd d way of cooking(recipe from someone else), bt it came out really nice( rarely happened wth oven) I stopped creating flower half way thru ,as i hav two kids one is a terrible three nd other one 5mnths old Thank you for all those recipes 🥰🥰🥰🥰",1
Waiting for the next video..,3
ജാനിനും അച്ഛനും അമ്മക്കും നൂറു കോടി പുണ്യം കിട്ടട്ടെ. ആദ്യം കുറെ വിഷമിച്ചാലും ഇപ്പോൾ സുഖമായില്ലേ ഇനിയും ഈശ്വരൻ നല്ലത് വരുത്തട്ടെ,6
Nice place ur lucky ,6
Some problem with editing.dint follow correctly.very disappointed.,7
Hai madam pls verity type of ice cream recipe kanikamo pinna uppu maavinta kooda side dish ayyi aval nanachathu try cheyythu nokku nalla combination aa,7
Hai chechi sugayeet errikuvanoo,6
I don’t like duck even though I am also from kuttanad my grandparents.,6
Edting problem undallo,7
Chechi... kidu...,3
Hi sissy I have tried ulli chicken... It came too yummy... Thank you for sharing this recipe ,5
ചേച്ചി നാടൻ കടല കറി റെസിപ്പി ഒന്ന് ഇടാമോ pls,7
അടിപൊളി...402 Like....,3
"Tried fish curry   saved ulli, thakkali, pachamulak ,mallipodi   very tasty and easy ",2
Wecant under stand ur language madam iam from Ap telugu ur looking so good,6
"chechide ella recipie um sprrrrr aann. ithokke kananum undakkanum endhu rasa. iniyum kore recipie pratheekshikkunnu, ",4
thsnk u...,1
Most useful veenachechi..,3
Chechikuttyyyyyyyyy ,6
Kalli.  Koothichi   veedu,6
Thank you Chechi for sharing the sweet moments.,1
I preprd it ystrday thnks fr d recipe it ws tastey,1
Adi poli meen kari chechi sherikkum nammada thrissur meen curry thanne chechi.... Chechi smoothies inda videos idavooooo,2
Ennu me first chechi,6
"Love you,,",6
Yes chechi kore naal ayi kathirn video....thank u....,1
Nice.....thank you for the recipe,1
Definitely try cheyum.. sure,2
1st comment ,6
Today's recipes was vcw spcl... Pavakka paal curry for lunch.. Munchkin  for snacks.. White noodles for dinner... All Done.. Super.,6
Love u veenechi ,4
Mam eshttam,4
Thanks Veena for ur recipe.... neck chain SUPER,5
കടുക് വറക്കുന്ന സമയത് അൽപ്പം ഉഴുന്നുകൂടി പൊട്ടിച്ചാൽ കുറച്ചുകൂടി രുചി ഉണ്ടാവില്ലേ,7
ഓപ്പോളെ..... ഒരുപാട് tks.. പുതിയ അറിവുകൾ കാഴ്ചകൾ.. Share. ചെയ്തതിന്,6
Enjoyed it ,2
Chechi super,4
"Happy Birthday Avi .Many blessings from the Almighty on your journey  Nice cake looks yummy and tempting ketto,simple too..Will try sometimes surely. .i made your indian coffee house cutlets 3times the measurement you took around 30 numbers ,it is a hit .Thankyou for that too also  Thankyou for sharing this vedio  tooVeena kutty.. Love and gratitude",6
Mam ur always  great...,4
Easy recepi try chaiyum chechy...,2
Just love d way u areee...style presentation aaa genuinty....chechi sound ketita yenum ravile njaan kitchenil keruneee...love uuu venechi,4
Love you chechiiiiii ,4
First type uppumavu undaakki super aayi,2
I made thisthanku,6
"Hai ma'am, thank u for the variety recipe. Definitely i will make it. Live you ma'am",1
Ithuvare cake undakkan dhairyapettitilla. VeenaChechyde recipe aayakaranam oru confidence undu super chechy,5
Hi Chechidonut  pwoliyan.oru rakshyum lla.yumm,3
Awsome recipe ...I am gonna try this tdy....,2
മാഡത്തിൻ്റെ ഓരോ items ഉം കാണാൻ ആകാംക്ഷയോടെ കാത്തിരിക്കുകയാ.,4
Tester jaan chetan,6
Thanks for wonder full episode,1
Re-generate India,6
"എന്റെ ചേച്ചി ഒരു lighter വാങ്ങിക്ക്, തീപ്പെട്ടി എന്തോരം വേണം ,",6
Recipe Super chechi de nail polish enthu rasama kanan,5
Chechi easy and simple recipe.. Thank you ,2
love you chechi ,4
ഹായ് ചേച്ചി,6
Hai chechi  Happy valentine's day,6
Thank u dear,1
മിയാകിച്ചൻ ചെയ്യണേ,6
ബാറ്ററി Low ആയത് ശ്രദ്ധിച്ചത് ഞാൻ മാത്രമാണോ,6
ആ ചിരിച്ച മുഖം എന്നും ഉണ്ടാവട്ടെ. ..പിന്നെ. ..,6
Achoo..aa janalayil koode ulla samsaram polichuuu,6
Eppozhum ente favourite aanu meencurry easy peecy enthayalum try chaiyyum chechi,6
Mam,6
Nirthi nirthi paranjappooo bhaavam vanna kandooo....,6
വളരെ യൂസ്ഫുൾ ഉള്ള വീഡിയോ സൂപ്പർ ചേച്ചി,3
Enjoyed a lot.  Oru imperfectionum illa. Paksheee ithellam kandappol mamnte koode yathra cheyyan oru agraham ,6
Chechiii so beautiful u r...lovely....,4
trivandrum karu puli idila.. pinae entae amma kaivaichu parathum thick ayitu. vattalmulaku ethrayum arayilato..kurachu kadikan kitum,7
Hai.....  ,6
"Hi,, excellent,,, good",2
"ഹായ് ചേച്ചി .....,,,",6
Chechypenne..... Christmas special supper,6
Ithrem smpl ayitu bhangi ayitu detaild explanatnode aarum undaaki kaanila..v beautiful cake,3
Hiii chechii... How are you ?,6
Thank u veenachechii for this recipe...waiting for ur beef and kaya recipe too,1
Kanditu kothiyakunnu . ithinte ingredients pothys storil kitumo.cake tin evidenna vangiyathu,7
Hi mam ,6
Chechi... cauliflower and paneer recipes ineem iduo...also soya curry,6
Hai Ma'am.... ,6
Veena what you experienced is an NDE or near death experience.  You touched the gates of heaven and was sent back as you had to finish your purpose on earth that you signed up for.,6
Njan Thrissur Anu..njangalude ivide ee thondan mulaku illa...first tym hearing,2
Third method kanditu njettipoi..  ,6
Njan ravile ഉണ്ടാക്കി ഉണ്ണി പൊട്ടിപ്പോയി,6
Hii venaajiii,6
"Suuuper  , great!!",2
Beautiful.,4
Thanks  chechi  ,1
കേക്ക് ഇപ്പോൾ നന്നായിട്ട്  ഉണ്ടാക്കാൻ അറിയാം.... എന്നാലും വീണച്ചേച്ചീടെ വീഡിയോ ഫുൾ കാണും വന്ന വഴി മറക്കാൻ പാടില്ലല്ലോ ,6
Njanum thrissurkariyanuto....love u so much,6
Ma'am,6
എന്താ സൗന്തര്യം സവാളക്ക്.,6
Salt only in noodles ?,7
Orappayum try  cheyyum veenechi  tomato  dosa  undaakiനോക്കിയിരുന്നു  nannayirunnu...,6
ജാൻ ചേട്ടനും കുടുംബത്തിനും പുതുവത്സര ആശംസകൾ   ,6
Good vedeo.Thank you for this simple recipie.Will try,5
Mam itra superanenn eee channel start cheydha sesham manasilayadh enik matranoooo,4
Thank you chechi ....,1
 cuteeeee madam ,4
Happy new year,6
Super...tto Veena dear..,4
Ethrayum kittunnundo? Super!!,6
Chechide recepies full oru book aaki koode,2
Thanks a lot mam for this wonderful receipe......,1
Super bread omlett ,2
Thank you mam for making our onam so special God will bless u,1
"Great video and tips - very homely presentation. Can you show how to chop other veggies too - like Chena, carrot( thoran), cabbage( thoran) and so on?Would be very useful. ",3
Mam salt ethra cherkkanam?,7
Extremely pretty house! God's bless,6
"Love you so much, right from magic oven m trying your recipes really yum. Thank you for teaching me to best ",4
"Chechi , noodles receipes add cheyyane ..thanks",7
"I tried it,  came out well...  thank you",1
Aunty unniyappaam neyyappam achappam okke indakkunnaa video idoo plzzzz big request,7
Moluday photo kanikkuo chechi,6
"Hai ma'am, super yummy it looks. Definitely i will make it. I too use your masala powder. It is excellant. Thank you ma'am for sharing this recipe. Love you ma'am",5
Hi Veena Jan.... Happy Christmas ,6
A  really funny video     we all enjoyed.,6
Thanks Mam for the cooking knowledge........God bless,1
Super recipe chechi..<3,2
Variety dosa! nice  !keep going veena! lots of luv! Tc!,4
So I will surprise,6
I tried it chechii...enjoyd,6
Very nice  & happy family guy,6
Ithrem mulak nalla eriv aakullee,7
സെയിം അനുഭവം എന്റേം വീണ.. ഞാനും അതിജീവിച്ചു കയറി എന്റെ മോന്റെ കൈയും പിടിച്ചു.... ഇപ്പോൾ ഞാൻ നല്ല ഹാപ്പിയാണ് ദൈവത്തിനു നന്ദി.. കൂടെ നിന്ന നല്ലകൂട്ടുകാർക്കും... ,6
ഉണ്ടാക്കട്ടെ എന്നിട്ട് പറയാം ബാക്കി,6
"Superb, yummy n simple recipe veena chechi",2
Wow thts kool... i really adored Janu's commentary  ammakku vedi vekyanam was ultimate  polichu tttoo.. enjoy yr trip guyz ,6
സത്യം പറയാലോ ചേച്ചി കൈരളിയിൽ നിങ്ങളുടെ പരിപാടി കാണുമ്പോൾ എന്തോ ചേച്ചിക്ക് വല്യജാഡ  ഒക്കെ ആണെന്ന് തോന്നിയിരുന്നു ചേച്ചിടെ ചാനൽ കണ്ടപ്പോൾ ഒരുപാട് സന്തോഷം തോന്നി ചേച്ചി  ഇത്ര സിംപിൾ ആയിരുന്നോ  എത്ര സിംപിൾ ആയിട്ടാണ് ചേച്ചിയുടെ അവതരണം ചാനൽ തുടങ്ങാൻ വൈകിപ്പോയി ചേച്ചി   ഒരു പാട് ഇഷ്ട്ടം ആയി ചേച്ചീനെ തെറ്റിദ്ധാരണകൾ ഒക്കെ മാറിട്ടോ  ,4
ചേച്ചി ഉണ്ടാക്കിയ എല്ലാ receipe -കളും ഞാൻ ഉണ്ടാക്കി സദ്യയിൽ രസം കൂടി ഉൾപ്പെടുത്തണം I am Waiting for that,7
നല്ല രസം കാണാൻ... enjoy dear... ,6
Njan undakkarund super Anu. Thank u,5
"കൊട്ടായംകാർടെ കുടംപുളി ഇട്ടു പറ്റിച്ച നല്ല തറവാടി മീൻകറി ,ചേച്ചി ഇപ്പൊ നല്ല ഒരു അച്ചായത്തി ലുക്ക് ആയി ,എന്നാന്നേ ഒരു ലൈക് തരാതെ പോണേ...എല്ലാ ഇച്ഛായന്മാരും ഇച്ഛായതികളും ഒന്നു ലൈക് അടിച്ചേചു പോയേ....",6
Looking super mam. I will definitely try this. Thank you .,2
"Keralathintea swatham ""LEKSHMI NAIR ",4
Jan chettanu bhayankara knowledge aanallo  touchwood ,6
Sathyam paraylo ...cooking ariyamengilum ithu pole simple aaya eg.bulsai enikkariyillayirunnu.,6
I have eaten from restaurant....but first time  watching how to prepare....tnx mam ,1
1St comment,6
Suppeerrrr chechii,3
Ambooooooo,6
Hi... ഞൻ വന്നേ .... ഇന്ന് ഇത് try cheyyam... ഇന്നലെ ചില്ലി ഗോബി ആയിരുന്നു ... ചേച്ചി ഒരു req.. കണവ  (കൂന്തൽ ) കറി ഉണ്ടാക്കുന്നത് ഒന്ന് കാണിക്കുമോ.. വേറെ വീഡിയോ ഒക്കെ ഉണ്ടേലും ചേച്ചിടെ recepie flow ചെയ്താലേ എനിക്ക് തൃപ്തി varu ,7
Kolaam,3
Great venna kutty,4
chechiyude yatrayile oro momntsum nammale orth kondanallo,6
mam superb,3
Super... I Will try...,2
njan next undakanm enne karutiya recepie  Thank you veena chechi for uploading recepie ,1
Gud,6
സത്യം പറയാലോ mamne kaanupol oru posative enargiya cooking travaling mottivashen energy അങ്ങിനെ പലതും  very good,6
Chiking idamo Chechi,7
"നല്ല ഡ്രസ്സ്.അത് (,blue)ചുരിദാർ ടോപ് ആണോ.. ചേച്ചി",6
My favorite,3
Advance Happy Onam to All Fashion Lovers,6
..... thank you.....lot.....cheechee,1
"Injan undakki, it was very good ,thanks for giving good recipes",1
When are you coming back?,6
Wonderful !,6
Happy birthday avikutta.god bless you,6
Checheede recipe ullathondu jeevichu pokunnu,2
കിടു അടിപൊളി super,3
eagerly waiting for next series entha chechi,7
_അടിപൊളി_,6
"Dear Laxmi ma'am,",6
Go to the next step mom,6
Chechi parayunna pole cheydal Full perfect ayirkkum.,6
Super Veena .... will try soon .....,4
Chechyyy evdayaa thamasikkunney?,6
Puthiya veetil santhosham nerunnu Veena...onnu set aakan kurachu time edukkum lle,6
Thanks chechi recipe thannathinu njan try cheyum,1
Kollalo.. videos notification onum vararila Chechi..epom community tab kandapala..new videos unden mansilayee,6
Beautiful beautiful bellissimo ,6
Home sweet home,6
Thanks Veena God bless you,1
എനിക്കും perfect ആയിട്ട് ഉണ്ടാകാൻ അറിയില്ല എപ്പോഴും ഉടഞ്ഞു പോവും. ഇപ്പോൾ തന്നെ ഉണ്ടാക്കി നോക്കാം Thank you ചേച്ചി  #വീണേച്ചി ഇഷ്ടം,6
More power to you chechi,6
Superb,2
bayagara eshttamanu. Thanks. Njan bookil kadiddanu tto.,1
Happy onam chechi & thank' s for onam recipe' s.....,1
Omlet marichidunath super ayyi... kalakan fliping chechi.... love u ,5
ഇത്രയും  സഹിച്ചിട്ടാണോ  ചേച്ചി ഇവിടെ  വരെ  എത്തിയത് ? അതിശയം  തോന്നുന്നു. ഇനിയും ലൈഫിൽ  നല്ലത് മാത്രം ഉണ്ടാവട്ടെ  കണ്ണ് നിറഞ്ഞു  പോയി,6
beautiful place. nalla avathararanam.  thank Veena for sharing the video.,6
Super veena..,4
Supperrrrrr.... ,2
Ente husband'nte amma undakarund super Anu..,6
My favourite,6
ബ്രെഡും  മുട്ടയും  ഉണ്ട്  തീർച്ചയായും  try  ചെയ്യും..,6
Chechi sooper ayitund,4
"Mam ,സൂപ്പ്കൾ ഉണ്ടാക്കി കാണിക്കാമോ, അന്ന് 3ചമ്മന്തിസ് കാണിച്ചത് പോലെ ,സൂപ്പുകൾ ഉൾപ്പെടുത്തി യാൽ കൊള്ളാമായിരുന്ന",7
ഐവ  ,6
Very nice arrangements. U can install water filtering system below the sink so that no need to buy water in plastic containers. ,6
Ende chechi kuttik oru chakkara ponnumma,6
American chopsuey was  an amazing experience with  spicy yummy  taste but I had a lack of food  colour thank you  Mam ,2
